source,target,tgt_lng 
Relative humidity sensor signal conditioner,相对湿度传感器信号调理器,
Figure 25.8,图25.8,
capacitively based humidity transducer,电容式湿度传感器,
charge pump based circuit,电荷泵电路,
Figure 18.17,图18.17,
S2B,S2B,
LED,发光二极管,
MOSFET,金属氧化物半导体场效应晶体管,
LTC2431,LTC2431,
A-to-D converter,模数转换器,
LT1460,LT1460,
Figure 18.18,图18.18,
Figure 18.16,图18.16,
Figure 18.15,图18.15,
Figure 3.18,图3.18,
Figure 3.19,图3.19,
D-A converters,数模转换器,
Figure 3.20,图3.20,
LTC1155 Dual Power MOSFET Driver,LTC1155双通道功率MOSFET驱动器,
N-channel power MOSFETs,N沟道功率MOSFET,
P-channel MOSFETs,P沟道MOSFET,
Figure 3.21,图3.21,
4-cell NiCad battery pack,4节镍镉电池组,
NiCad regulator/charger,镍镉电池稳压/充电器,
8th order Elliptic filters,8阶椭圆滤波器,
Butterworth,巴特沃斯,
LTC1064-3,LTC1064-3,
Bessel,贝塞尔,
roll-off,滚降,
passband,通带,
linear phase response,线性相位响应,
square wave,方波,
Linear Technology Applications,凌力尔特公司应用部门,
anti-aliasing filters,抗混叠滤波器,
stopband attenuation,阻带衰减,
Figure 31.24,图31.24,
Figure 31.34,图31.34,
Table 31.1,表31.1,
Figure 31.33,图31.33,
LTC1064-3 Bessel Filter,LTC1064-3贝塞尔滤波器,
fCUTOFF = 10kHz,截止频率=10 kHz,
VS = ±7.5V,电源电压=±7.5 V,
LT1007 Output Buffer,LT1007输出缓冲器,
Figure 31.35,图31.35,
LTC1064-1 and LTC1064-4 Transition Region Blow-Up,LTC1064-1与LTC1064-4过渡区放大图,
Figure 31.32,图31.32,
LTC1064-2 Butterworth Filter,LTC1064-2巴特沃斯滤波器,
current sense resistor,电流检测电阻,
Figure 3.6,图3.6,
AC wall adapters,交流壁式适配器,
notebook systems,笔记本系统,
Figure 3.7,图3.7,
2.5A regulator,2.5 A稳压器,
Figure 3.8,图3.8,
main switch,主开关,
Board layout,电路板布局,
"Figures 3.4, 3.6 and 3.7",图3.4、图3.6和图3.7,
continuous operation,连续运行,
timing capacitor pin,定时电容引脚,
inductor current,电感电流,
surface mount capacitors,表面贴装电容器,
switching regulator applications,开关稳压器应用,
Figure 3.6 circuit,图3.6电路,
aluminum electrolytic capacitors,铝电解电容器,
dry tantalum capacitors,干式钽电容器,
AVX TPS series,AVX TPS系列,
surface mount tantalum capacitors,表面贴装钽电容器,
TPSE227K010,TPSE227K010,
High efficiency linear supplies,高效率线性电源,
switching supplies,开关电源,
Figure 3.7 * High Efficiency 5V/2.5A Regulator Operates from AC Wall Adapters as High as 30V,图3.7 * 高效率5 V/2.5 A稳压器，可由高达30 V的交流壁式适配器供电,
subharmonic oscillations,次谐波振荡,
output regulation,输出稳压,
power components,功率器件,
40kHz operating frequency,40 kHz 工作频率,
submultiple frequencies,亚倍频,
20kHz,20 kHz,
closed-loop characteristics,闭环特性,
zero feedback,零反馈,
closed-loop instabilities,闭环不稳定性,
hundreds of hertz,数百赫兹,
several kilohertz,数kHz,
trip level,触发电平,
current mode loop,电流模式环路,
oscillator,振荡器,
artificial ramp,人工斜坡,
discontinuous operation,断续工作模式,
measurement method,测量方法,
sampling-based,基于采样的,
sampling based high resolution,基于采样的高分辨率,
settling time circuit performance,建立时间电路性能,
transconductance amplifier based switch equivalent,基于跨导放大器的开关等效电路,
characteristics of,特性,
clamping,钳位,
60Hz diodes,60 Hz 二极管,
pickup due to excessive probe length,因探针过长引起的拾取干扰,
at feedback node,在反馈节点处,
drop,压降,
power dissipation,功耗,
turn-off characteristics,关断特性,
turn-on spike,开通尖峰,
Direct connection path,直接连接路径,
Direct connection to equipment eliminates possible cable,设备直连消除潜在电缆问题,
Direct digitization techniques of transducer outputs,传感器输出的直接数字化技术,
Direct piezoelectric effect,正压电效应,
Disposable cells,一次性电池,
Distortion measurements for,失真测量,
accuracy,精度,
Double sampling driver code,双采样驱动代码,
Double sampling frequency response,双采样频率响应,
defined,定义,
limitations,限制,
operating,工作,
vs. normalized output ripple current,与归一化输出纹波电流的关系,
vs. VC voltage,与VC电压的关系,
ECB to probe tip adaptor,ECB至探针尖端适配器,
Edsel Murphy,爱德塞尔·墨菲,
contributions of,贡献,
EEG system,脑电图系统,
Effective series resistance,有效串联电阻,
Efficiency vs. output current,效率与输出电流的关系,
Einstein’s revelations,爱因斯坦的发现,
Elastic modulus,弹性模量,
Electric displacement,电位移,
Electrolytic capacitor,电解电容器,
Electrolytics,电解电容,
Electromagnetic interference (EMI),电磁干扰,
filter inductor,滤波电感,
radiation,辐射,
for locating and identifying magnetic field sources,用于定位和识别磁场源,
‘‘sniffer’’ probe test coil,‘嗅探’探头测试线圈,
Electromagnetic theory,电磁理论,
large-signal response,大信号响应,
with offset adjustment potentiometer,带失调调节电位器的,
with servo offset adjustment,带伺服失调调节的,
small-signal output response,小信号输出响应,
small-signal response,小信号响应,
clock feedthru suppression,时钟馈通抑制,
time domain response,时域响应,
Emitter-base voltage,发射结电压,
Energy lost,能量损耗,
full-sine software code,全正弦软件代码,
half-sine software code,半正弦软件代码,
Equivalent circuit ground lead induced noise,等效电路接地引线感应噪声,
ground lead inductance,接地引线电感,
Equivalent series resistance (ESR),等效串联电阻,
Error amplifier input (EAIN) pins,误差放大器输入（EAIN）引脚,
Figure 14.1,图14.1,
module 1,模块1,
module 2,模块2,
output capacitors,输出电容,
m-phase configuration,m相配置,
V0,输出电压,
Figure 14.3,图14.3,
DIr,DIr,
high step-down ratio,高降压比,
low duty cycle,低占空比,
Figure 14.2,图14.2,
2-Channel Circuit,双通道电路,
IL1,IL1,
IL2,IL2,
0.1W shunt,0.1瓦分流器,
Figure 17.20,图17.20,
Figure 17.21,图17.21,
C1B,C1B,
LT1017,LT1017,
LT1034,LT1034,
VREF,VREF,
Figure A3,图A3,
output gate,输出门,
clock signal,时钟信号,
spurious output pulses,虚假输出脉冲,
flip-flop delay,触发器延迟,
data output,数据输出,
output A,输出A,
counters,计数器,
470k input resistor,470千欧输入电阻,
1LSB loading error,1LSB负载误差,
strain gauge bridge,应变片电桥,
bridge drive,电桥驱动电压,
full-scale signal,满量程信号,
signal current,信号电流,
10-bit accuracy,10位精度,
leakage,漏电流,
amplifier bias current,放大器偏置电流,
summing point,求和点,
PC board,印制电路板,
3.3M resistors,3.3兆欧电阻,
IC pin,集成电路引脚,
current summing resistor,电流求和电阻,
positive input,正向输入端,
negative input,负向输入端,
60Hz,60赫兹,
noise currents,噪声电流,
LSB,最低有效位,
gain trimming,增益调节,
22.3k,22.3千欧,
zero trimming,零点调节,
0°C to 70°C range,0°C至70°C范围,
tracking errors,跟踪误差,
starred resistors,带星号电阻,
photo diodes,光电二极管,
signal conditioning circuitry,信号调理电路,
high quality device,高性能器件,
linear current output,线性电流输出,
100dB range,100分贝范围,
17-bit A/D converter,17位模数转换器,
logarithmically responding current-to-voltage input amplifier,对数响应型电流-电压输入放大器,
photodiode's output,光电二极管输出,
logarithmic amplifiers,对数放大器,
photometric measurements,光度测量,
Figure 20.8,图20.8,
"9V, 2A current limited wall unit",9V、2A限流型壁式电源适配器,
MOSFET switch,MOSFET开关,
gate drive output,栅极驱动输出,
RT1,RT1,
40°C,40°C,
Drain Sense Input,漏极检测输入,
10°C,10°C,
quick charge,快速充电,
150mA,150毫安,
4.5V,4.5V,
D2-D4,D2–D4,
R14,R14,
pin-8,引脚8,
pin-6,引脚6,
100mV,100mV,
R10,R10,
mP,微处理器,
pin-5,引脚5,
4.6V,4.6V,
"5V, 2A regulator",5V、2A稳压器,
Figure 7.17,图7.17,
1kHz to 10kHz,1 kHz至10 kHz,
ICs,集成电路,
gated oscillators,门控振荡器,
Figure 7.18,图7.18,
battery powered systems,电池供电系统,
Figure 7.16,图7.16,
internal feedback amplifier,内部反馈放大器,
reference,基准电压源,
comparator A1,比较器A1,
Zener diode,齐纳二极管,
VM,最大开关电压,
VIN(MAX),最大输入电压,
Zener current,齐纳电流,
peak primary current,初级峰值电流,
IPRI,IPRI,
average power dissipation,平均功耗,
VZ,齐纳电压,
VF,正向压降,
N,匝数比,
snubber voltage,缓冲电压,
VSNUB,缓冲电压,
flyback voltage,反激电压,
bifilar winding,双线并绕,
interleaving,交错绕制,
LPRI,初级电感,
LL,漏感,
equation (81),公式（81）,
current limit value,限流值,
waveform,波形,
Figure 5.22,图5.22,
clamp circuit,钳位电路,
reverse voltage rating,反向耐压,
R/C clamp,RC钳位,
RC snubber,RC缓冲器,
VR,缓冲电阻两端电压,
VZENER,齐纳电压,
full load conditions,满载条件,
light loads,轻载,
high efficiency,高效率,
near-zero output loads,近零输出负载,
Short circuit power dissipation,短路功耗,
battery-powered circuits,电池供电电路,
floating bipolar output converter,浮动双极性输出转换器,
floating output regulator,浮动输出稳压器,
high voltage input regulator,高压输入稳压器,
7500V isolated low noise supply,7500 V隔离低噪声电源,
low noise regulator,低噪声稳压器,
24V-to-5V low noise regulator,24 V至5 V低噪声稳压器,
low quiescent current regulator,低静态电流稳压器,
measuring output noise,输出噪声测量,
negative output regulator,负输出稳压器,
noiseless switching regulator approach,无噪声开关稳压器方法,
performance augmentation,性能增强,
"practical, low noise monolithic regulator",实用型低噪声单片稳压器,
switching regulator ‘‘noise’’,开关稳压器‘噪声’,
system-based noise ‘‘measurement’’,基于系统的噪声‘测量’,
transition rate effects on noise and efficiency,转换速率对噪声和效率的影响,
MOSFET-LT1071 cascode test circuit,MOSFET-LT1071级联测试电路,
testing,测试,
MOSFETs,MOSFET,
current flow,电流流动,
opto-coupler’s LED,光耦合器LED,
switches,开关,
switch’s grid,开关栅极,
MOS flip-flop,MOS触发器,
MOS integrated capacitor,MOS集成电容,
MOS switch,MOS开关,
Motor speed controller waveforms,电机速度控制器波形,
Multiple electrical specifications,多项电气规格,
Multiple feedback resistors,多个反馈电阻,
Nanosecond rise time pulse generator,纳秒上升时间脉冲发生器,
Negative boostconverter,负升压变换器,
Negative buck converter catch diode,负降压变换器续流二极管,
input filter,输入滤波器,
output filter,输出滤波器,
Negative-to-positive buck-boost converter,负转正升降压变换器,
setting output voltage,设置输出电压,
Nelson’s circuit,尼尔森电路,
negative output step-down regulator,负输出降压稳压器,
NiCad battery,镍镉电池,
charging,充电,
averaging techniques,平均技术,
test data,测试数据,
test setup,测试设置,
tweaking,微调,
vs. gain,与增益的关系,
Noise measurement techniques,噪声测量技术,
circuit performance,电路性能,
conceptual 0.1Hz to 10Hz noise testing scheme,概念性0.1 Hz至10 Hz噪声测试方案,
detailed noise test circuitry,详细噪声测试电路,
"high sensitivity, low noise amplifiers",高灵敏度低噪声放大器,
input capacitor selection procedure,输入电容器选型流程,
instrumentation,仪器仪表,
low noise circuit/layout techniques,低噪声电路/布局技术,
LTC6655 0.1Hz to 10Hz noise,LTC6655 0.1 Hz至10 Hz噪声,
LTC6655 Reference Tabular Specifications,LTC6655基准电压源表格规格,
LT1761 regulators,LT1761稳压器,
mechanical and layout considerations,机械与布局考量,
peak to peak noise detector output,峰峰值噪声检测器输出,
"power, grounding and shielding considerations",电源、接地与屏蔽考量,
preamplifier,前置放大器,
input capacitor selected for,为其选定的输入电容器,
required to verify the LTC6655,用于验证LTC6655,
waveforms for peak to peak noise detector,峰峰值噪声检测器波形,
Noisy LO signal,噪声本振信号,
Sub-nanosecond rise time,亚纳秒上升时间,
Tektronix type 109,泰克109型,
Appendix F,附录F,
Figure F1,图F1,
Figure D4,图D4,
Appendix Figure A3,附录图A3,
low parasitic capacitance display,低寄生电容显示器,
multilayer construction,多层结构,
