source,target,tgt_lng 
sinusoidal signal,正弦信号,
Analysis Setup,分析设置,
Transient analysis,瞬态分析,
Print Step,打印步长,
Run Time,运行时间,
positive saturation level,正饱和电平,
negative saturation level,负饱和电平,
Fig. 13.36,图13.36,
FIG. 13.33,图13.33,
DC TRANSFER CURVES,直流传输曲线,
SOURCE library,SOURCE库,
Model Editor/16.3,模型编辑器/16.3,
New simulation profile key,新建仿真配置键,
DESIGN OPERATIONS,设计操作,
sinusoidal input,正弦输入,
network,网络,
positive ions,正离子,
negative ions,负离子,
holes,空穴,
Fig. 1.12c,图1.12c,
flow vectors,流动矢量,
net flow,净流量,
crossed lines,交叉线,
applied bias,外加偏压,
no-bias conditions,无偏压条件,
Figs. 1.12a and 1.12b,图1.12a和1.12b,
Reverse-Bias Condition,反向偏置条件,
V D * 0 V,VD * 0 V,
external potential,外部电势,
Fig. 1.13,图1.13,
ID = 0 mA,ID = 0 mA,
VD = 0 V,VD = 0 V,
Filter Capacitor Ripple,滤波电容纹波,
filter-capacitor circuit,滤波电容电路,
Diode Conduction Period,二极管导通周期,
Peak Diode Current,二极管峰值电流,
half-wave rectified signal,半波整流信号,
virtual-ground equivalent circuit,虚地等效电路,
Laplace notation,拉普拉斯符号,
calculus,微积分,
operator s,算子s,
op-amp summing amplifier,运算放大器求和放大器,
capacitive impedance,电容阻抗,
small-signal voltage gain,小信号电压增益,
transistor models,晶体管模型,
C++,C++,
JFET SMALL-SIGNAL MODEL,结型场效应管小信号模型,
gate-to-source terminals,栅源端,
drain-to-source current,漏源电流,
transconductance factor,跨导因子,
conductance,电导,
collector–emitter voltage,集电极-发射极电压,
input power,输入功率,
power losses,功率损耗,
dc power,直流功率,
supply dc voltage,电源直流电压,
power dissipated,耗散功率,
Schottky barrier diodes,肖特基势垒二极管,
Schottky TTL logic,肖特基TTL逻辑,
PowerPoint Presentation,PowerPoint演示文稿,
TestGen® Computerized Test Bank,TestGen®计算机化试题库,
Instructor’s Resource Manual,教师资源手册,
Laboratory Manual,实验手册,
Companion Website,配套网站,
International Rectifier Inc.,International Rectifier Inc.,
Agilent Technologies Inc.,安捷伦科技公司,
Alcatel-Lucent Inc.,阿尔卡特-朗讯公司,
B&K Precision Corporation,B&K Precision Corporation,
Siemens AG,西门子股份公司,
Hewlett-Packard Company,惠普公司,
National Semiconductor Inc.,国家半导体公司,
AT&T Inc.,AT&T公司,
Fairchild Semiconductor Inc.,飞兆半导体公司,
LEDtronics Inc.,LEDtronics Inc.,
Vishay Inc.,威世公司,
"Tektronix, Inc.",泰克公司,
On Semiconductor Inc.,安森美半导体公司,
NI Circuit Design Suite,NI电路设计套件,
Certificate of Ownership,所有权证书,
Destination Directory dialog box,目标目录对话框,
Features dialog box,功能对话框,
NI Circuit Design Suite 11.0.1 Education,NI电路设计套件11.0.1教育版,
Product Notification dialog box,产品通知对话框,
License Agreement dialog box,许可协议对话框,
Start Installation dialog box,开始安装对话框,
NI Elvismx driver DVD,NI Elvismx驱动DVD,
NI Circuit Design Suite 11.0.1 dialog box,NI电路设计套件11.0.1对话框,
Multisim Screen dialog box,Multisim屏幕对话框,
Activation Wizard dialog box,激活向导对话框,
NI Activation Wizard dialog box,NI激活向导对话框,
Screen Icon,屏幕图标,
OrCAD program,OrCAD程序,
OrCAD 16.3,OrCAD 16.3,
Multisim files,Multisim文件,
OrCAD analysis packages,OrCAD分析包,
Multisim analysis packages,Multisim分析包,
Covalent Bonding and Intrinsic Materials,共价键与本征材料,
piecewise equivalent model,分段等效模型,
dc battery,直流电池,
nominal,标称值,
test current,测试电流,
UNIJUNCTION TRANSISTOR,单结晶体管,
semiconductor layers,半导体层,
Phase (Power) Control,相位（功率）控制,
Shockley diode,肖克利二极管,
conduction angle,导通角,
10-kW loads,10千瓦负载,
trigger circuits,触发电路,
sawtooth generators,锯齿波发生器,
timing circuits,定时电路,
bistable networks,双稳态网络,
voltage- or current-regulated supplies,电压或电流稳压电源,
MA741,MA741,
GLOBAL,GLOBAL,
Program 11.2—Op-Amp DC Voltmeter,程序11.2—运算放大器直流电压表,
FIG. 11.36 Op-amp dc voltmeter,图11.36 运算放大器直流电压表,
Common-emitter hybrid equivalent model,共射极混合等效模型,
Common-emitter r e equivalent model,共射极r e等效模型,
Common-base hybrid equivalent model,共基极混合等效模型,
Common-base r e equivalent model,共基极r e等效模型,
Light Intensity,光强度,
luminous flux,光通量,
Edmund Scientific Multi-Volt Output Solar,Edmund Scientific 多电压输出太阳能板,
video games,视频游戏,
car battery,汽车电池,
Pearson,Pearson,
negative-feedback amplifier,负反馈放大器,
negative-voltage feedback amplifier circuit,负电压反馈放大器电路,
Signal feedback,信号反馈,
power-supply hum,电源嗡嗡声,
nonlinear distortion,非线性失真,
overall gain,总增益,
circuit performance,电路性能,
open-loop gain,开环增益,
active device,有源器件,
circuit capacitances,电路电容,
capacitively coupled amplifier stages,电容耦合放大器级,
upper 3-dB frequency,上限3分贝频率,
lower 3-dB frequency,下限3分贝频率,
logarithm,对数,
natural logarithm,自然对数,
audio systems,音频系统,
cascaded systems,级联系统,
capacitive elements,电容元件,
low-cutoff frequency,低截止频率,
high-cutoff frequencies,高截止频率,
band frequencies,带频频率,
interelectrode capacitance,极间电容,
parasitic capacitance,寄生电容,
f B,f B,
transistor amplifier,晶体管放大器,
Fig. 2.137c,图2.137c,
Fig. 2.138,图2.138,
sensitive measuring movement,敏感测量机构,
lighting systems,照明系统,
ac-to-dc power conversion source,交流转直流电源转换器,
Fig. 2.139,图2.139,
12-V car radio,12伏车载收音机,
9-V battery backup system,9伏电池备份系统,
Protective diode,保护二极管,
Micrometrics hyperabrupt tuning varactor,Micrometrics超突变调谐变容二极管,
TV 1401,TV 1401,
quality factor Q,品质因数Q,
oscillator design,振荡器设计,
noise performance level,噪声性能水平,
high-selectivity response curve,高选择性响应曲线,
NORMALIZATION PROCESS,归一化过程,
parasitic capacitances,寄生电容,
midband value,中频值,
cutoff levels,截止电平,
passband,通带,
dB plot,分贝图,
normalized,归一化,
maximum gain,最大增益,
controlled current sources,受控电流源,
VARIATIONS OF TRANSISTOR PARAMETERS,晶体管参数的变化,
Fig. 5.124,图5.124,
logarithmic scale,对数刻度,
Section 9.5,第9.5节,
hie,hie,
hfe,hfe,
hoe,hoe,
sinusoidal waveform,正弦波形,
square wave,方波,
ideal model,理想模型,
EXAMPLE 4.1,例4.1,
quiescent-point,静态工作点,
AC Operation,交流操作,
input ac signal,输入交流信号,
Power Considerations,功率考虑,
collector bias current ICQ,集电极偏置电流ICQ,
class A series-fed amplifier,A类串联馈电放大器,
Design Center,Design Center,
DIGITAL–ANALOG CONVERTERS,数模转换器,
reference voltage,参考电压,
voltage window detector,电压窗口检测器,
analog–digital converter,模数转换器,
digital–analog converter,数模转换器,
Ladder Network Conversion,梯形网络转换,
binary values,二进制值,
R L,负载电阻,
R sig,信号源电阻,
ac gain,交流增益,
two-port equations,二端口方程,
channel,沟道,
Voltage Gains,电压增益,
dB Levels,分贝电平,
Table 9.2,表9.2,
EXAMPLE 9.6,例9.6,
EXAMPLE 9.7,例9.7,
output power,输出功率,
power gain,功率增益,
EXAMPLE 9.8,例9.8,
input voltage,输入电压,
RL,负载电阻,
BiFET,BiFET,
BiMOS,BiMOS,
DC Offset Parameters,直流偏移参数,
Op-Amp Unit Specifications,运算放大器单元规格,
Voltage Buffer,电压缓冲器,
Active Filters,有源滤波器,
ICQ,ICQ,
VCEQ,VCEQ,
Fig. 4.28,图4.28,
IBQ,IBQ,
Fig. 4.29,图4.29,
exact method,精确方法,
approximate method,近似方法,
design mode,设计模式,
VCC,VCC,
DAC,数模转换器,
astable circuit,无稳态电路,
monostable circuit,单稳态电路,
RS-232-C,RS-232-C,
TTL,TTL,
PROBE,PROBE,
IPRINT,IPRINT,
RL circuit,RL电路,
inductive kick,电感反冲,
differential calculus,微分学,
derivative,导数,
tangent line,切线,
quiescent value,静态值,
small-signal ac analysis,小信号交流分析,
transistor network configurations,晶体管网络配置,
common-emitter fixed-bias network,共发射极固定偏置网络,
Fig. 5.20,图5.20,
Fig. 5.21,图5.21,
RC-coupled amplifier,RC耦合放大器,
Fig. 9.8,图9.8,
parasitic capacitive elements,寄生电容元件,
transformer action,变压器作用,
transformer equivalent circuit,变压器等效电路,
magnetizing inductive reactance,励磁感抗,
thermostat,恒温器,
bridge network,桥式网络,
ac supply,交流电源,
100-W heater,100瓦加热器,
full-wave-rectified voltage,全波整流电压,
gate-firing potential,门极触发电压,
charging time constant,充电时间常数,
510-kÆ resistor,510千欧电阻,
Emergency-Lighting System,应急照明系统,
Fig. 17.14,图17.14,
single-source emergency-lighting system,单电源应急照明系统,
6-V battery,6伏电池,
dc energy,直流能量,
power shortage,电力短缺,
full-wave-rectified signal,全波整流信号,
6-V lamp,6伏灯泡,
diodes D 2 and D 1,二极管D2和D1,
dc voltage,直流电压,
gate-to-cathode voltage,门极至阴极电压,
nonconducting,不导通的,
Twist leads to minimize pickup,绞合引线以减少拾取,
Hg in glass thermostat,玻璃恒温器中的汞,
threshold level,阈值电平,
RC section,RC节,
emitter-follower stages,射极跟随器级,
Fig. 14.21,图14.21,
self-biased,自偏置,
capacitor bypassed source resistor,电容旁路源极电阻,
drain bias resistor,漏极偏置电阻,
FET device parameters,场效应管器件参数,
FET amplifier theory,场效应管放大器理论,
amplifier gain magnitude,放大器增益幅值,
oscillator operating frequency,振荡器工作频率,
FET capacitive impedances,场效应管电容性阻抗,
attenuation due to loading,负载引起的衰减,
oscillator action,振荡器起振,
BJT version,双极型晶体管版本,
EXAMPLE 14.7,例14.7,
gm = 5000 mS,跨导 = 5000 毫西门子,
rd = 40 kΩ,漏极电阻 = 40 千欧,
R = 10 kΩ,R = 10 千欧,
C,电容,
1 kHz,1千赫兹,
A > 29,增益 > 29,
voltage-shunt feedback,电压并联反馈,
RC network,RC网络,
positive voltage,正电压,
negative voltage,负电压,
p-type region,P型区域,
planar construction,平面结构,
Diffusion layers,扩散层,
power dissipation level,功耗水平,
vertical mode construction,垂直模式结构,
conduction paths,导电路径,
VMOS MOSFET,VMOS场效应晶体管,
vertical MOSFETs,垂直MOSFET,
power switches,功率开关,
low-voltage motor controllers,低压电机控制器,
DC-to-DC-convertors,直流-直流转换器,
temperature-indicating circuit,温度指示电路,
Leo Esaki,江崎玲于奈,
semiconductor junction diode,半导体结二极管,
inductive reactance,感抗,
reverse current rating,反向电流额定值,
forward current rating,正向电流额定值,
frequency of oscillation,振荡频率,
BJT AC Anal,双极型晶体管交流分析,
r e Transistor Model,r e晶体管模型,
Voltage-Divider Bias,分压偏置,
Approximate Hybrid Equivalent Circuit,近似混合等效电路,
Complete Hybrid Equivalent Model,完整混合等效模型,
FIG. 2.188,图2.188,
Fig. 2.187,图2.187,
V L,V L,
I L,I L,
V Z,V Z,
P Z max,齐纳二极管最大功率,
1-k(cid:2) load,1千欧负载,
I ZM,齐纳二极管最大电流,
Fig. 2.145,图2.145,
50-V square wave,50伏方波,
5-V square wave,5伏方波,
Voltage-Multiplier Circuits,倍压电路,
Fig. 2.123,图2.123,
secondary voltage,次级电压,
120 V (rms),120伏（均方根）,
PIV ratings,峰值反向电压额定值,
peak secondary voltage,次级峰值电压,
V m,V m,
Fig. 2.156b,图2.156b,
Fig. 2.161b,图2.161b,
Fig. 2.162,图2.162,
harmonic frequency components,谐波频率分量,
fundamental component,基波分量,
harmonic component,谐波分量,
Total Harmonic Distortion,总谐波失真,
THD,总谐波失真,
spectrum analyzer,频谱分析仪,
wave analyzer,波形分析仪,
second harmonic,二次谐波,
gate signal,门极信号,
negative pulse,负脉冲,
anode current interruption,阳极电流中断,
forced commutation,强迫换流,
series interruption,串联中断,
shunt interruption,并联中断,
pulse generator,脉冲发生器,
turn-off circuitry,关断电路,
base of the transistor,晶体管基极,
collector to emitter,集电极到发射极,
battery potential,电池电势,
reverse direction,反向,
turn-off times,关断时间,
