source,target,tgt_lng 
output ripple current,输出纹波电流,
input and output capacitors,输入和输出电容,
full load,满载,
40mVP–P,40 mV峰峰值,
ripple frequency,纹波频率,
load current,负载电流,
PolyPhase converters,多相变换器,
input and output ripple current cancellation,输入和输出纹波电流抵消,
dynamic performance,动态性能,
load transients,负载瞬变,
PWM current mode controllers,PWM电流模式控制器,
true remote sensing,真正远端检测,
selectable phasing control,可选相位控制,
inherent current sharing capability,固有均流能力,
high current MOSFET drivers,大电流MOSFET驱动器,
overvoltage protection,过压保护,
overcurrent latch-off,过流锁存关断,
foldback current limiting,折返式限流,
IC,集成电路,
manufacturing simplicity,制造简易性,
power supply reliability,电源可靠性,
RDS(ON),导通电阻,
conduction losses,导通损耗,
low profile,低剖面,
surface mount components,表面贴装元件,
heat sinks,散热器,
Supercapacitor-based power backup,基于超级电容器的电源备份,
RAID systems,RAID系统,
Supply bypass capacitors,供电旁路电容,
4-switch buck-boost converter,四开关升降压转换器,
Synchronous boost converter,同步升压转换器,
Synchronous converter,同步转换器,
Synchronous rectification,同步整流,
Synchronous step-down converter (36V–72V to 2.5V/6A),同步降压转换器（36V–72V至2.5V/6A）,
System Management Bus (SMBus),系统管理总线（SMBus）,
TC4300-1,TC4300-1,
DC/DC conversion of 100V inputs,100V输入的DC/DC转换,
Telephone ring-tone generation,电话铃声生成,
quad op amp,四通道运算放大器,
requirements,要求,
wave form synthesizer,波形合成器,
Temperature measurement,温度测量,
thermilinear networks,热线性网络,
thermistors,热敏电阻,
thermocouple systems,热电偶系统,
using data acquisition systems,使用数据采集系统,
2-terminal current source,双端电流源,
TFT LCD power supply,TFT LCD电源,
Thermal Shutdown Status (THE),热关断状态（THE）,
ThinSOT switching regulator,ThinSOT开关稳压器,
Time division duplex (TDD) transmission,时分双工（TDD）传输,
TIMER pin,TIMER引脚,
Tiny amplifiers,微型放大器,
current feedback amplifiers,电流反馈放大器,
driving heavy capacitive loads at speed,高速驱动大容性负载,
brightness control,亮度控制,
circuit descriptions,电路说明,
Tiny RGB video multiplexer,微型RGB视频多路复用器,
adding own logo,添加自定义徽标,
expanding inputs,扩展输入,
Tiny SC70 package,Tiny SC70封装,
Tip-acceleration detector,尖端加速度检测器,
for shipping containers,用于运输集装箱,
Total harmonic distortion (THD),总谐波失真（THD）,
TRACK/SS pins,TRACK/SS引脚,
Tracking and sequencing,跟踪与排序,
basic operation,基本操作,
negative supply tracking,负电源跟踪,
Transformer-coupled loads,变压器耦合负载,
driving,驱动,
TRIAC dimmable 20W offline LED,TRIAC可调光20W离线LED,
TriQuint Semiconductor,TriQuint半导体公司,
True bipolar input (±10.24V),真正双极性输入（±10.24V）,
"layout, importance of",布局重要性,
"True rail-to-rail, high input impedance ADC",真正轨到轨、高输入阻抗模数转换器,
applications,应用,
solving common issues,解决常见问题,
TSET pin voltage,TSET引脚电压,
Turbo BASIC,Turbo BASIC,
Figure 278.1,图278.1,
Figure 278.2,图278.2,
LT4250,LT4250,
−48V,−48 V,
LT4250L,LT4250L,
PWRGD,PWRGD,
Xin Qi,辛琦,
APD,雪崩光电二极管,
10Gbits/s GPON system,10 Gbit/s GPON系统,
Figure 495.1,图495.1,
MONIN,MONIN,
MON,MON,
LED Lighting,LED照明,
CCFL lamps,CCFL灯,
Royer input current,罗耶输入电流,
Figure 306.1,图306.1,
Figure 306.2,图306.2,
Eddie Beville,埃迪·贝维尔,
ISDN,综合业务数字网,
flyback topology,反激拓扑,
LT1269CQ,LT1269CQ,
current mode flyback power supply,电流模式反激式电源,
AMD79R79,AMD79R79,
System Monitoring and Control,系统监控与控制,
Figure 281.1,图281.1,
350μA,350微安,
0.2μA,0.2微安,
onboard temperature sensor,片上温度传感器,
differential sample-and-hold,差分采样保持电路,
band-gap reference,带隙基准源,
10-bit ADC,10位模数转换器,
3.3V,3.3伏,
±12V,±12V,
serially programmed multiplexers,串行可编程多路复用器,
DOUT,数据输出,
DIN,数据输入,
daisy-chaining,菊花链连接,
MUX,多路复用器,
differential inputs,差分输入,
current sense resistors,电流检测电阻,
0.05Ω,0.05欧姆,
2A,2安培,
19.5mA,19.5毫安,
Geophones,地震检波器,
Figure 432.1,图432.1,
LT1635,LT1635,
Figure 432.2,图432.2,
Figure 432.3,图432.3,
U1B,U1B,
D1 through D4,D1至D4,
bridge rectifier,桥式整流器,
notch,陷波,
LTC1562-2,LTC1562-2,
notch frequency,陷波频率,
center frequencies,中心频率,
Figure 473.1,图473.1,
Figure 473.2,图473.2,
modified elliptic response,改进型椭圆响应,
50kHz lowpass filter,50 kHz低通滤波器,
Figure 473.3,图473.3,
Figure 473.4,图473.4,
FilterCAD for Windows,FilterCAD for Windows,
output noise,输出噪声,
INV inputs,反相输入端,
USB,USB,
LT3563,LT3563,
LT3505,LT3505,
Figure 2.1,图2.1,
LTC3577,LTC3577,
LTC3577-1,LTC3577-1,
VBUS,VBUS,
Li-Ion/Polymer battery,锂离子/聚合物电池,
NTC,NTC,
EMI noise,电磁干扰噪声,
LED boost driver,LED升压驱动器,
white LEDs,白光LED,
"6-bit, 60dB logarithmic DAC",6位60dB对数DAC,
PWM control,PWM控制,
Power over Ethernet,以太网供电,
6CWQ06FN diode,6CWQ06FN 二极管,
MOSFET Q3,MOSFET Q3,
MOSFET Q1,MOSFET Q1,
transformer T1,变压器T1,
transistor drivers Q12 and Q13,晶体管驱动器 Q12 和 Q13,
"R1, D6, Q9 and Q11",R1、D6、Q9 和 Q11,
LTC4257-1,LTC4257-1,
IEEE 802.3af PoE system,IEEE 802.3af 以太网供电系统,
VDD,VDD,
VEE,VEE,
CON1,CON1,
CON2,CON2,
QS3384 Quick-Switch,QS3384快速开关,
Quality Semiconductor,Quality Semiconductor,
DISABLE,DISABLE,
POR,POR,
VCCLO,VCCLO,
VCCHI,VCCHI,
SETLO,SETLO,
SETHI,SETHI,
VOUTLO,VOUTLO,
Guy Hoover,盖伊·胡佛,
William Rempfer,威廉·伦普弗,
4N28s,4N28光耦合器,
Figure 377.1,图377.1,
4N25s,4N25光耦合器,
PNP transistors,PNP型晶体管,
SCLK,串行时钟,
current transfer ratio,电流传输比,
Motorola 68HC05,摩托罗拉68HC05,
10μF cap,10微法电容,
74C14,74C14,
ACLK,辅助时钟,
CS,片选信号,
inductor current,电感电流,
AVX TPS series,AVX TPS系列,
output capacitor,输出电容,
output voltage ripple,输出电压纹波,
Figure 97.2,图97.2,
3.3V/250mA regulator,3.3V/250mA稳压器,
supply voltages,供电电压,
light loads,轻载,
standby current,待机电流,
catch diode,续流二极管,
reverse leakage current,反向漏电流,
forward drop,正向压降,
MBR0530,MBR0530,
Figure 97.1,图97.1,
4mA to 20mA loop,4mA至20mA环路,
Figure 97.3,图97.3,
2Ω sense resistor,2Ω检测电阻,
330μH inductor,330μH电感,
DCR losses,直流电阻损耗,
Zener diode,齐纳二极管,
Figure 97.4,图97.4,
ON/OFF mode,启停模式,
RUN pin,RUN引脚,
S/R flip-flop,置位/复位触发器,
LBI/OFF pin,LBI/OFF引脚,
RDS(ON) current sensing,导通电阻电流检测,
overvoltage,过压,
undervoltage,欠压,
foldback current-limit,折返式限流,
burp-mode,脉冲模式,
latch-off,锁存关断,
"synchronous, 4-switch, buck-boost design",同步四开关降压-升压设计,
short-circuit protected,短路保护,
recycling protection,循环保护,
severe overload faults,严重过载故障,
synchronous buck converter,同步降压转换器,
buck mode,降压模式,
boost mode,升压模式,
input current limit,输入电流限制,
Figure 153.1,图153.1,
Figure 153.2,图153.2,
Figure 153.3,图153.3,
Figure 153.4,图153.4,
Figure 153.5,图153.5,
battery-powered applications,电池供电应用,
LT1461AIS8-3.3,LT1461AIS8-3.3,
Figure 197.2,图197.2,
Table 197.1,表197.1,
LT3465A,LT3465A,
LT3465,LT3465,
Table 299.1,表299.1,
Precision resistors,精密电阻,
CTRL pin,CTRL引脚,
Figure 299.2a,图299.2a,
Figure 299.3,图299.3,
VFB,反馈电压,
VCTRL,CTRL引脚电压,
Figure 299.2,图299.2,
DC voltage,直流电压,
filtered PWM signal,滤波后的PWM信号,
logic signal,逻辑信号,
Figure 299.2b,图299.2b,
RC circuit,RC电路,
Figure 299.2c,图299.2c,
Li-Ion,锂离子,
automatic soft-start,自动软启动,
open LED protection,开路LED保护,
VGA,可变增益放大器,
Triquint AH202,Triquint AH202,
SAWTEK 854920,SAWTEK 854920,
ACPR,邻道功率比,
LTE,LTE,
802.11g,802.11g,
WiMAX,WiMAX,
Claude Shannon,克劳德·香农,
communication theory,通信理论,
additive white Gaussian noise,加性高斯白噪声,
LTC6412,LTC6412,
LTC2261,LTC2261,
14-bit ADC,14位模数转换器,
12-bit,12位,
80Msps,80兆样本每秒,
125Msps,125兆样本每秒,
ATCA,ATCA,
VRTN_A,VRTN_A,
VRTN_B,VRTN_B,
ENABLE_A,ENABLE_A,
ENABLE_B,ENABLE_B,
UV pin,欠压引脚,
OV pin,过压引脚,
PNP transistor,PNP晶体管,
24-bit analog-to-digital converter,24位模数转换器,
"Co-Founder, Vice President Engineering and Chief Technical Officer",联合创始人、工程副总裁兼首席技术官,
Design Note Collection,设计笔记集,
LTC1278,LTC1278,
LTC1279,LTC1279,
High-bit-rate Digital Subscriber Line,高速数字用户线路,
HDSL,HDSL,
PC data acquisition boards,PC数据采集板,
sample-and-hold,采样保持电路,
undersampling,欠采样,
I.F.,中频,
Analog Circuit Design: Design Note Collection,模拟电路设计：设计笔记集,
Elsevier Inc.,爱思唯尔公司,
Ricky Chow,Ricky Chow,
Dave Dwelley,戴夫·德韦利,
VCC measurement,VCC测量,
differential voltage input mode,差分电压输入模式,
unipolar full-scale mode,单极性满量程模式,
integral nonlinearity,积分非线性,
differential nonlinearity,微分非线性,
common-mode input range,共模输入范围,
transducer bridge,传感器电桥,
DIP,双列直插式封装,
ambient temperature,环境温度,
power supply current,电源电流,
10-bit A/D converter,10位模数转换器,
3- or 4-wire serial interface,3线或4线串行接口,
wafer level trimming,晶圆级修调,
LTC1392C,LTC1392C,
LTC1392I,LTC1392I,
LTC1966,LTC1966,
autoranging,自动量程,
Figure 488.1,图488.1,
true RMS to DC autoranging converter,真均方根至直流自动量程转换器,
programmable gain amplifier,可编程增益放大器,
op amp follower,运算放大器跟随器,
LT6700-1,LT6700-1,
window comparator,窗口比较器,
up/down counter,加减计数器,
single resistor programmable oscillator,单电阻可编程振荡器,
AC coupled,交流耦合,
charge pump inverter,电荷泵反相器,
9.5mV,9.5毫伏,
1.5V,1.5伏,
150μVRMS,150微伏均方根值,
1.5VRMS,1.5伏均方根值,
PSE,供电设备,
PD,受电设备,
midspan PSE,中跨供电设备,
endpoint PSE,端点供电设备,
CAT5 cable,五类电缆,
LTC1726,LTC1726,
RSIG,RSIG,
IEEE standards,IEEE标准,
DC disconnect,直流断开检测,
AC disconnect,交流断开检测,
LT1498,LT1498,
OSCIN,OSCIN,
LTC3803,LTC3803,
boost regulator,升压稳压器,
manganese or iron phosphate-based positive terminal,锰或磷酸铁基正极,
battery series resistance (BSR),电池串联电阻（BSR）,
activation energy probability distribution function (PDF),活化能概率分布函数（PDF）,
automotive environment,汽车应用环境,
NTC temperature measurement,NTC温度测量,
300mA,300毫安,
±1.25mV,±1.25毫伏,
input offset voltage,输入失调电压,
4.1V,4.1伏,
voltage loop,电压环,
float voltage,浮充电压,
IC1,IC1,
Pin 5,引脚5,
1.2V,1.2伏,
comparator,比较器,
Pin 7,引脚7,
micropower op amp,微功耗运算放大器,
Pin 1,引脚1,
constant-voltage regulation,恒压调节,
R11,R11,
4.05V,4.05伏,
negative output impedance,负输出阻抗,
0.15Ω,0.15欧姆,
shutdown signal,关断信号,
44mV threshold,44毫伏阈值,
high impedance state,高阻态,
CC/CV charger,恒流/恒压充电器,
1.25A,1.25安,
3A,3安,
input current limiting feature,输入电流限制功能,
opto-isolator,光耦隔离器,
cross-regulation,交叉调整率,
RJ45 connector,RJ45连接器,
10/100BaseT PoE,10/100BaseT以太网供电,
auxiliary supply,辅助电源,
IEEE 802.3af,IEEE 802.3af,
2-pair power,双对供电,
4-pair power,四对供电,
LTC3406,LTC3406,
LTC3406B,LTC3406B,
output overvoltage,输出过压,
output short-circuit,输出短路,
power overdissipation,功率过耗散,
top MOSFET,上管MOSFET,
inductor-current runaway,电感电流失控,
thermal protection circuit,热保护电路,
power MOSFETs,功率MOSFET,
LTC3406 series,LTC3406系列,
load demand,负载需求,
feedback resistors,反馈电阻,
LTC3406B series,LTC3406B系列,
output ripple,输出纹波,
audio circuitry,音频电路,
constant frequency operation,恒频运行,
regulation,稳压,
all ceramic capacitors,全陶瓷电容,
LTC3406/LTC3406B-1.8,LTC3406/LTC3406B-1.8,
tantalum capacitors,钽电容,
aluminum and organic electrolytics,铝电解电容和有机电解电容,
control loop,控制环路,
stable operation,稳定运行,
50mA to 600mA load step,50mA至600mA负载阶跃,
Max W. Houser,马克斯·W·豪泽,
anti-aliasing filter,抗混叠滤波器,
digital signal processing,数字信号处理,
DSP,数字信号处理器,
brick wall lowpass filter,砖墙式低通滤波器,
corner frequency,截止频率,
digitally programmable gain amplifier,数字可编程增益放大器,
PGA,可编程增益放大器,
SSOP,缩小型小外形封装,
NPN power switch,NPN功率开关,
1- and 2-LED applications,单LED和双LED应用,
Figure 293.2,图293.2,
boost diode,升压二极管,
shutdown pin,关断引脚,
True Color PWM dimming,真彩PWM调光,
MOSFET driver,MOSFET驱动器,
VADJ pin,VADJ引脚,
analog 25:1 signal,25:1模拟信号,
filtered PWM,滤波PWM,
13.8V,13.8 V,
LED open circuit,LED开路,
bulletproof converter,高可靠性转换器,
Figure 293.3,图293.3,
dual-channel 1.5A buck converter LED driver,双通道1.5 A降压型LED驱动器,
overhead lights,顶灯,
dashboard lights,仪表板灯,
VADJ voltages,VADJ电压,
PWM signals,PWM信号,
red and amber brake and signal LEDs,红色和琥珀色制动及信号LED,
Figure 293.4,图293.4,
extended dimming ratio circuit,扩展调光比电路,
1200:1,1200:1,
true color,真彩,
100% duty cycle,100%占空比,
analog VADJ dimming ratio,模拟VADJ调光比,
